path,shape_z_y_x,spacing_x_y_z,size_x,size_y,size_z
synthRAD2025_Train_2.5D/Task2/HN/2HNB061/ct.mha,"(5, 307, 309)","(1.0, 1.0, 1.0)",309,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB063/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB064/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB065/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB067/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB070/ct.mha,"(5, 311, 308)","(1.0, 1.0, 1.0)",308,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB071/ct.mha,"(5, 310, 313)","(1.0, 1.0, 1.0)",313,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB072/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB074/ct.mha,"(5, 309, 311)","(1.0, 1.0, 1.0)",311,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB075/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB078/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB081/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB082/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB085/ct.mha,"(5, 312, 312)","(1.0, 1.0, 1.0)",312,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB086/ct.mha,"(5, 309, 311)","(1.0, 1.0, 1.0)",311,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB089/ct.mha,"(5, 312, 311)","(1.0, 1.0, 1.0)",311,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB091/ct.mha,"(5, 312, 310)","(1.0, 1.0, 1.0)",310,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB093/ct.mha,"(5, 307, 309)","(1.0, 1.0, 1.0)",309,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB098/ct.mha,"(5, 312, 308)","(1.0, 1.0, 1.0)",308,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB099/ct.mha,"(5, 307, 309)","(1.0, 1.0, 1.0)",309,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB101/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB102/ct.mha,"(5, 311, 307)","(1.0, 1.0, 1.0)",307,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB103/ct.mha,"(5, 312, 311)","(1.0, 1.0, 1.0)",311,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB104/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB105/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB106/ct.mha,"(5, 310, 308)","(1.0, 1.0, 1.0)",308,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB107/ct.mha,"(5, 311, 309)","(1.0, 1.0, 1.0)",309,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB108/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB109/ct.mha,"(5, 311, 317)","(1.0, 1.0, 1.0)",317,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNB111/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC017/ct.mha,"(5, 311, 309)","(1.0, 1.0, 1.0)",309,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC018/ct.mha,"(5, 311, 311)","(1.0, 1.0, 1.0)",311,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC020/ct.mha,"(5, 311, 309)","(1.0, 1.0, 1.0)",309,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC021/ct.mha,"(5, 310, 307)","(1.0, 1.0, 1.0)",307,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC024/ct.mha,"(5, 311, 308)","(1.0, 1.0, 1.0)",308,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC025/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC027/ct.mha,"(5, 311, 312)","(1.0, 1.0, 1.0)",312,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC028/ct.mha,"(5, 310, 307)","(1.0, 1.0, 1.0)",307,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC029/ct.mha,"(5, 309, 311)","(1.0, 1.0, 1.0)",311,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC030/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC034/ct.mha,"(5, 312, 308)","(1.0, 1.0, 1.0)",308,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC036/ct.mha,"(5, 308, 311)","(1.0, 1.0, 1.0)",311,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC037/ct.mha,"(5, 311, 312)","(1.0, 1.0, 1.0)",312,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC040/ct.mha,"(5, 313, 314)","(1.0, 1.0, 1.0)",314,313,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC042/ct.mha,"(5, 311, 311)","(1.0, 1.0, 1.0)",311,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC043/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC046/ct.mha,"(5, 314, 313)","(1.0, 1.0, 1.0)",313,314,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC048/ct.mha,"(5, 312, 312)","(1.0, 1.0, 1.0)",312,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC049/ct.mha,"(5, 314, 311)","(1.0, 1.0, 1.0)",311,314,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC051/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC052/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC053/ct.mha,"(5, 313, 308)","(1.0, 1.0, 1.0)",308,313,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC055/ct.mha,"(5, 307, 309)","(1.0, 1.0, 1.0)",309,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC057/ct.mha,"(5, 311, 308)","(1.0, 1.0, 1.0)",308,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC058/ct.mha,"(5, 317, 311)","(1.0, 1.0, 1.0)",311,317,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC060/ct.mha,"(5, 307, 311)","(1.0, 1.0, 1.0)",311,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC061/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC062/ct.mha,"(5, 310, 310)","(1.0, 1.0, 1.0)",310,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC063/ct.mha,"(5, 311, 311)","(1.0, 1.0, 1.0)",311,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC066/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC069/ct.mha,"(5, 309, 307)","(1.0, 1.0, 1.0)",307,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC072/ct.mha,"(5, 308, 311)","(1.0, 1.0, 1.0)",311,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC074/ct.mha,"(5, 308, 310)","(1.0, 1.0, 1.0)",310,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC075/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC076/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC077/ct.mha,"(5, 309, 309)","(1.0, 1.0, 1.0)",309,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC078/ct.mha,"(5, 310, 314)","(1.0, 1.0, 1.0)",314,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC079/ct.mha,"(5, 309, 308)","(1.0, 1.0, 1.0)",308,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC080/ct.mha,"(5, 314, 312)","(1.0, 1.0, 1.0)",312,314,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC081/ct.mha,"(5, 308, 309)","(1.0, 1.0, 1.0)",309,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC082/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC084/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC085/ct.mha,"(5, 312, 309)","(1.0, 1.0, 1.0)",309,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC086/ct.mha,"(5, 310, 310)","(1.0, 1.0, 1.0)",310,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC087/ct.mha,"(5, 313, 311)","(1.0, 1.0, 1.0)",311,313,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC088/ct.mha,"(5, 311, 310)","(1.0, 1.0, 1.0)",310,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC091/ct.mha,"(5, 311, 309)","(1.0, 1.0, 1.0)",309,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC092/ct.mha,"(5, 311, 312)","(1.0, 1.0, 1.0)",312,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC094/ct.mha,"(5, 311, 310)","(1.0, 1.0, 1.0)",310,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC097/ct.mha,"(5, 309, 307)","(1.0, 1.0, 1.0)",307,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC098/ct.mha,"(5, 310, 311)","(1.0, 1.0, 1.0)",311,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC099/ct.mha,"(5, 312, 308)","(1.0, 1.0, 1.0)",308,312,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC100/ct.mha,"(5, 293, 319)","(1.0, 1.0, 1.0)",319,293,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC101/ct.mha,"(5, 308, 308)","(1.0, 1.0, 1.0)",308,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC102/ct.mha,"(5, 310, 309)","(1.0, 1.0, 1.0)",309,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC104/ct.mha,"(5, 309, 310)","(1.0, 1.0, 1.0)",310,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC108/ct.mha,"(5, 307, 310)","(1.0, 1.0, 1.0)",310,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC112/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC113/ct.mha,"(5, 308, 307)","(1.0, 1.0, 1.0)",307,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC117/ct.mha,"(5, 309, 307)","(1.0, 1.0, 1.0)",307,309,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC118/ct.mha,"(5, 308, 307)","(1.0, 1.0, 1.0)",307,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC119/ct.mha,"(5, 307, 310)","(1.0, 1.0, 1.0)",310,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC121/ct.mha,"(5, 307, 308)","(1.0, 1.0, 1.0)",308,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC123/ct.mha,"(5, 310, 307)","(1.0, 1.0, 1.0)",307,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HNC125/ct.mha,"(5, 311, 311)","(1.0, 1.0, 1.0)",311,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HND002/ct.mha,"(5, 315, 316)","(1.0, 1.0, 1.0)",316,315,5
synthRAD2025_Train_2.5D/Task2/HN/2HND003/ct.mha,"(5, 305, 307)","(1.0, 1.0, 1.0)",307,305,5
synthRAD2025_Train_2.5D/Task2/HN/2HND005/ct.mha,"(5, 300, 305)","(1.0, 1.0, 1.0)",305,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND006/ct.mha,"(5, 303, 305)","(1.0, 1.0, 1.0)",305,303,5
synthRAD2025_Train_2.5D/Task2/HN/2HND008/ct.mha,"(5, 299, 300)","(1.0, 1.0, 1.0)",300,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HND009/ct.mha,"(5, 304, 301)","(1.0, 1.0, 1.0)",301,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND010/ct.mha,"(5, 300, 298)","(1.0, 1.0, 1.0)",298,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND012/ct.mha,"(5, 300, 303)","(1.0, 1.0, 1.0)",303,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND013/ct.mha,"(5, 304, 305)","(1.0, 1.0, 1.0)",305,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND015/ct.mha,"(5, 302, 303)","(1.0, 1.0, 1.0)",303,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HND016/ct.mha,"(5, 302, 299)","(1.0, 1.0, 1.0)",299,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HND018/ct.mha,"(5, 300, 301)","(1.0, 1.0, 1.0)",301,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND019/ct.mha,"(5, 308, 312)","(1.0, 1.0, 1.0)",312,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HND020/ct.mha,"(5, 303, 299)","(1.0, 1.0, 1.0)",299,303,5
synthRAD2025_Train_2.5D/Task2/HN/2HND021/ct.mha,"(5, 300, 300)","(1.0, 1.0, 1.0)",300,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND022/ct.mha,"(5, 301, 299)","(1.0, 1.0, 1.0)",299,301,5
synthRAD2025_Train_2.5D/Task2/HN/2HND024/ct.mha,"(5, 307, 306)","(1.0, 1.0, 1.0)",306,307,5
synthRAD2025_Train_2.5D/Task2/HN/2HND025/ct.mha,"(5, 304, 304)","(1.0, 1.0, 1.0)",304,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND027/ct.mha,"(5, 303, 306)","(1.0, 1.0, 1.0)",306,303,5
synthRAD2025_Train_2.5D/Task2/HN/2HND028/ct.mha,"(5, 303, 303)","(1.0, 1.0, 1.0)",303,303,5
synthRAD2025_Train_2.5D/Task2/HN/2HND031/ct.mha,"(5, 308, 301)","(1.0, 1.0, 1.0)",301,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HND033/ct.mha,"(5, 310, 301)","(1.0, 1.0, 1.0)",301,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HND035/ct.mha,"(5, 300, 300)","(1.0, 1.0, 1.0)",300,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND036/ct.mha,"(5, 301, 301)","(1.0, 1.0, 1.0)",301,301,5
synthRAD2025_Train_2.5D/Task2/HN/2HND037/ct.mha,"(5, 392, 400)","(1.0, 1.0, 1.0)",400,392,5
synthRAD2025_Train_2.5D/Task2/HN/2HND042/ct.mha,"(5, 302, 302)","(1.0, 1.0, 1.0)",302,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HND043/ct.mha,"(5, 301, 302)","(1.0, 1.0, 1.0)",302,301,5
synthRAD2025_Train_2.5D/Task2/HN/2HND044/ct.mha,"(5, 301, 301)","(1.0, 1.0, 1.0)",301,301,5
synthRAD2025_Train_2.5D/Task2/HN/2HND046/ct.mha,"(5, 299, 301)","(1.0, 1.0, 1.0)",301,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HND047/ct.mha,"(5, 304, 303)","(1.0, 1.0, 1.0)",303,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND048/ct.mha,"(5, 302, 298)","(1.0, 1.0, 1.0)",298,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HND049/ct.mha,"(5, 299, 300)","(1.0, 1.0, 1.0)",300,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HND051/ct.mha,"(5, 371, 394)","(1.0, 1.0, 1.0)",394,371,5
synthRAD2025_Train_2.5D/Task2/HN/2HND054/ct.mha,"(5, 285, 306)","(1.0, 1.0, 1.0)",306,285,5
synthRAD2025_Train_2.5D/Task2/HN/2HND056/ct.mha,"(5, 300, 299)","(1.0, 1.0, 1.0)",299,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND057/ct.mha,"(5, 301, 299)","(1.0, 1.0, 1.0)",299,301,5
synthRAD2025_Train_2.5D/Task2/HN/2HND058/ct.mha,"(5, 302, 302)","(1.0, 1.0, 1.0)",302,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HND060/ct.mha,"(5, 299, 302)","(1.0, 1.0, 1.0)",302,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HND061/ct.mha,"(5, 304, 303)","(1.0, 1.0, 1.0)",303,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND062/ct.mha,"(5, 311, 311)","(1.0, 1.0, 1.0)",311,311,5
synthRAD2025_Train_2.5D/Task2/HN/2HND063/ct.mha,"(5, 299, 302)","(1.0, 1.0, 1.0)",302,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HND065/ct.mha,"(5, 300, 301)","(1.0, 1.0, 1.0)",301,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND066/ct.mha,"(5, 304, 300)","(1.0, 1.0, 1.0)",300,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND067/ct.mha,"(5, 305, 300)","(1.0, 1.0, 1.0)",300,305,5
synthRAD2025_Train_2.5D/Task2/HN/2HND069/ct.mha,"(5, 290, 313)","(1.0, 1.0, 1.0)",313,290,5
synthRAD2025_Train_2.5D/Task2/HN/2HND070/ct.mha,"(5, 300, 299)","(1.0, 1.0, 1.0)",299,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND071/ct.mha,"(5, 302, 303)","(1.0, 1.0, 1.0)",303,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HND072/ct.mha,"(5, 300, 298)","(1.0, 1.0, 1.0)",298,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND073/ct.mha,"(5, 305, 302)","(1.0, 1.0, 1.0)",302,305,5
synthRAD2025_Train_2.5D/Task2/HN/2HND075/ct.mha,"(5, 300, 299)","(1.0, 1.0, 1.0)",299,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HND076/ct.mha,"(5, 303, 301)","(1.0, 1.0, 1.0)",301,303,5
synthRAD2025_Train_2.5D/Task2/HN/2HND077/ct.mha,"(5, 310, 305)","(1.0, 1.0, 1.0)",305,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HND078/ct.mha,"(5, 301, 302)","(1.0, 1.0, 1.0)",302,301,5
synthRAD2025_Train_2.5D/Task2/HN/2HND079/ct.mha,"(5, 306, 298)","(1.0, 1.0, 1.0)",298,306,5
synthRAD2025_Train_2.5D/Task2/HN/2HND080/ct.mha,"(5, 310, 308)","(1.0, 1.0, 1.0)",308,310,5
synthRAD2025_Train_2.5D/Task2/HN/2HND081/ct.mha,"(5, 302, 304)","(1.0, 1.0, 1.0)",304,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HND082/ct.mha,"(5, 304, 303)","(1.0, 1.0, 1.0)",303,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND083/ct.mha,"(5, 308, 313)","(1.0, 1.0, 1.0)",313,308,5
synthRAD2025_Train_2.5D/Task2/HN/2HND084/ct.mha,"(5, 304, 303)","(1.0, 1.0, 1.0)",303,304,5
synthRAD2025_Train_2.5D/Task2/HN/2HND085/ct.mha,"(5, 298, 299)","(1.0, 1.0, 1.0)",299,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HND087/ct.mha,"(5, 299, 301)","(1.0, 1.0, 1.0)",301,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HND088/ct.mha,"(5, 303, 299)","(1.0, 1.0, 1.0)",299,303,5
synthRAD2025_Train_2.5D/Task2/HN/2HND089/ct.mha,"(5, 301, 300)","(1.0, 1.0, 1.0)",300,301,5
synthRAD2025_Train_2.5D/Task2/HN/2HND090/ct.mha,"(5, 313, 310)","(1.0, 1.0, 1.0)",310,313,5
synthRAD2025_Train_2.5D/Task2/HN/2HND091/ct.mha,"(5, 302, 301)","(1.0, 1.0, 1.0)",301,302,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE001/ct.mha,"(5, 299, 298)","(1.0, 1.0, 1.0)",298,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE003/ct.mha,"(5, 496, 498)","(1.0, 1.0, 1.0)",498,496,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE004/ct.mha,"(5, 297, 298)","(1.0, 1.0, 1.0)",298,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE006/ct.mha,"(5, 305, 304)","(1.0, 1.0, 1.0)",304,305,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE007/ct.mha,"(5, 298, 297)","(1.0, 1.0, 1.0)",297,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE010/ct.mha,"(5, 297, 297)","(1.0, 1.0, 1.0)",297,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE011/ct.mha,"(5, 299, 297)","(1.0, 1.0, 1.0)",297,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE012/ct.mha,"(5, 298, 299)","(1.0, 1.0, 1.0)",299,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE016/ct.mha,"(5, 298, 297)","(1.0, 1.0, 1.0)",297,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE017/ct.mha,"(5, 457, 498)","(1.0, 1.0, 1.0)",498,457,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE018/ct.mha,"(5, 298, 297)","(1.0, 1.0, 1.0)",297,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE022/ct.mha,"(5, 298, 296)","(1.0, 1.0, 1.0)",296,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE023/ct.mha,"(5, 297, 298)","(1.0, 1.0, 1.0)",298,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE024/ct.mha,"(5, 297, 301)","(1.0, 1.0, 1.0)",301,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE026/ct.mha,"(5, 482, 498)","(1.0, 1.0, 1.0)",498,482,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE028/ct.mha,"(5, 496, 498)","(1.0, 1.0, 1.0)",498,496,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE030/ct.mha,"(5, 500, 498)","(1.0, 1.0, 1.0)",498,500,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE031/ct.mha,"(5, 298, 296)","(1.0, 1.0, 1.0)",296,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE032/ct.mha,"(5, 296, 295)","(1.0, 1.0, 1.0)",295,296,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE034/ct.mha,"(5, 497, 497)","(1.0, 1.0, 1.0)",497,497,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE036/ct.mha,"(5, 300, 299)","(1.0, 1.0, 1.0)",299,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE037/ct.mha,"(5, 297, 297)","(1.0, 1.0, 1.0)",297,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE038/ct.mha,"(5, 296, 297)","(1.0, 1.0, 1.0)",297,296,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE041/ct.mha,"(5, 480, 499)","(1.0, 1.0, 1.0)",499,480,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE042/ct.mha,"(5, 298, 298)","(1.0, 1.0, 1.0)",298,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE043/ct.mha,"(5, 297, 297)","(1.0, 1.0, 1.0)",297,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE046/ct.mha,"(5, 297, 303)","(1.0, 1.0, 1.0)",303,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE049/ct.mha,"(5, 299, 299)","(1.0, 1.0, 1.0)",299,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE050/ct.mha,"(5, 299, 298)","(1.0, 1.0, 1.0)",298,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE051/ct.mha,"(5, 297, 295)","(1.0, 1.0, 1.0)",295,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE054/ct.mha,"(5, 299, 299)","(1.0, 1.0, 1.0)",299,299,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE059/ct.mha,"(5, 298, 296)","(1.0, 1.0, 1.0)",296,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE060/ct.mha,"(5, 493, 499)","(1.0, 1.0, 1.0)",499,493,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE064/ct.mha,"(5, 296, 297)","(1.0, 1.0, 1.0)",297,296,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE066/ct.mha,"(5, 497, 500)","(1.0, 1.0, 1.0)",500,497,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE067/ct.mha,"(5, 496, 496)","(1.0, 1.0, 1.0)",496,496,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE068/ct.mha,"(5, 484, 501)","(1.0, 1.0, 1.0)",501,484,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE070/ct.mha,"(5, 297, 301)","(1.0, 1.0, 1.0)",301,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE072/ct.mha,"(5, 297, 297)","(1.0, 1.0, 1.0)",297,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE074/ct.mha,"(5, 300, 298)","(1.0, 1.0, 1.0)",298,300,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE075/ct.mha,"(5, 298, 298)","(1.0, 1.0, 1.0)",298,298,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE076/ct.mha,"(5, 499, 470)","(1.0, 1.0, 1.0)",470,499,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE079/ct.mha,"(5, 297, 298)","(1.0, 1.0, 1.0)",298,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE081/ct.mha,"(5, 498, 503)","(1.0, 1.0, 1.0)",503,498,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE083/ct.mha,"(5, 297, 296)","(1.0, 1.0, 1.0)",296,297,5
synthRAD2025_Train_2.5D/Task2/HN/2HNE084/ct.mha,"(5, 300, 298)","(1.0, 1.0, 1.0)",298,300,5
